remote,exam_total,pid,anid,l01q1,l01q2,l01q3,l01q4,l01q5,l01q6,l01q7,l01q8,l01q9,l01q10,l01q11,l01q12,l02q1,l02q2,l02q3,l02q4,l02q5,l02q6,l02q7,l02q8,l02q9,l02q10,l02q11,l02q12,l02q13,l03q1,l03q2,l03q3,l03q4,l03q5,l03q6,l03q7,l03q8,l03q9,l03q10,l03q11,l03q12,l03q13,l03q14,l03q15,l03q16,l03q17,l04q1,l04q2,l04q3,l04q4,l04q5,l04q6,l04q7,l04q8,l04q9,l04q10,l04q11,l04q12,l05q1,l05q2,l05q3,l05q4,l05q5,l05q6,l05q7,l05q8,l05q9,l05q10,l05q11,l05q12,l05q13,l05q14,l05q15,l05q16,l06q1,l06q2,l06q3,l06q4,l06q5,l06q6,l06q7,l06q8,l06q9,l06q10,l06q11,l06q12,l07q1,l07q2,l07q3,l07q4,l07q5,l07q6,l07q7,l07q8,l07q9,l07q10,l07q11,l07q12,l07q13,l07q14,l08q1,l08q2,l08q3,l08q4,l08q5,l08q6,l09q1,l09q2,l09q3,l09q4,l09q5,l09q6,l09q7,l09q8,l09q9,l09q10,l10q1,l10q2,l10q3,l10q4,l11q1,l11q2,l11q3,l11q4,l11q5,l11q6,l11q7,l11q8,l11q9,l11q10,l11q11,l12q1,l12q2,l12q3,l12q4,l12q5,l12q6,l12q7,l12q8,l13q1,l13q2,l13q3,l13q4,l13q5,l13q6,l13q7,l13q8,l14q1,l14q2,l14q3,l14q4,l14q5,l14q6,l14q7,l14q8,l14q9,l14q10,l14q11,l14q12,l15q1,l15q2,l15q3,l15q4,l15q5,l15q6,l15q7,l15q8,l15q9,l16q1,l16q2,l16q3,l16q4,l16q5,l16q6,l16q7,l16q8
#8EA6775F,75,A11231677,178,1,2,4,1,3,3,2,3,5,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,4,4,NA,3,3,1,2,4,4,3,5,1,1,2,2,2,2,2,2,3,3,3,2,4,4,1,1,3,4,1,4,2,3,3,3,2,1,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2,4,1,2,3,4,3,3,2,1,1,4,2,2,3,3,2,2,2,2,3,2,3,3,2,4,NA,2,2,1,NA,NA,NA,1,1,1,1,2,2,3,3,NA,NA,1,1,2,1,1,1,NA,4,2,2,1,1,5,5,3,3,2,2,2,4,4,4,4,2,2,2,1,2,1,1,5,2,1,2,1,1,2,2,2,2,2,1,2
#8EB3C4F9,75,A11362134,181,2,2,1,1,4,3,2,3,3,1,3,1,3,4,1,1,1,4,5,3,5,2,1,4,3,3,2,1,4,5,4,4,3,3,2,1,3,4,4,2,1,1,2,1,4,4,4,4,3,3,2,2,4,4,1,1,4,4,4,4,2,3,3,3,2,5,1,5,4,4,3,3,2,3,4,2,2,2,1,1,4,4,1,1,2,2,4,4,4,4,3,3,2,2,4,4,5,5,2,2,3,3,2,2,3,2,3,2,3,3,3,3,1,1,3,1,2,2,3,3,3,1,1,1,2,4,4,1,1,5,5,3,3,1,1,4,4,3,3,3,3,1,1,2,4,2,4,3,2,3,1,4,1,1,2,1,2,1,2,2,5,5,5,5,3,3,3,2,2,2,1,2
#8EB8DCEA,95.5,A99103256,23,2,2,1,1,4,3,1,4,4,1,3,1,4,4,1,1,NA,4,4,3,5,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,3,1,4,NA,4,3,3,3,4,4,2,NA,2,3,1,1,1,2,3,3,2,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,NA,1,2,1,2,2,3,2,4,3,NA,NA,NA,1,1,2,1,3,2,3,4,3,3,4,4,3,2,1,4,2,3,3,2,2,2,1,1,1,3,2,2,1,1,2,2,1,2,2,2,2,3,3,2,1,1,1,1,2,1,1,1,1,3,3,3,3,3,3,2,3
#8EBF0D3C,62.5,A99419374,289,2,2,3,1,4,4,3,4,4,2,3,1,1,4,3,NA,2,3,4,1,3,5,4,3,3,1,3,2,3,3,4,4,3,2,2,2,1,4,2,3,2,1,4,4,1,2,3,4,2,3,2,2,3,3,NA,NA,NA,NA,2,4,3,1,3,1,1,2,4,1,2,4,NA,NA,2,3,3,1,1,3,3,1,4,2,NA,NA,2,1,2,1,2,1,NA,NA,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,4,3,4,3,NA,1,3,1,1,2,4,3,3,2,1,4,1,3,3,1,3,1,1,3,3,3,3,NA,NA,2,3,4,4,4,4,2,3,2,1,2,3,4,2,4,1,5,2,3,1,1,1,1,2,4,5,5,2,2,3,3,3,3,3,2
#8EC2D995,41.5,A11628230,325,1,2,4,4,3,3,3,5,5,2,3,1,NA,NA,3,3,2,4,5,3,3,4,5,4,3,1,2,1,4,4,3,4,3,3,2,2,1,4,2,2,2,1,3,3,2,1,3,3,3,4,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,4,4,1,1,2,2,2,2,2,2,4,1,2,4,2,2,NA,NA,4,4,2,2,NA,NA,1,1,2,2,3,3,3,4,NA,NA,1,1,2,2,2,2,2,3,3,1,1,4,4,4,4,5,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,5,3,1,2,2,2,1,1,1,1,1,1,3,3,1,4,2,3,NA,NA,1,2,1,1,2,2
#8EC4703A,73,A09759720,185,2,2,4,1,1,1,2,3,3,2,3,1,2,4,1,1,2,5,1,3,3,5,1,4,4,NA,2,1,5,4,4,4,3,3,2,1,4,4,3,3,1,2,1,1,5,5,4,4,2,3,2,2,1,1,1,1,3,5,1,1,2,5,2,3,2,1,4,1,3,3,4,3,5,5,4,5,3,3,1,1,4,4,4,1,1,3,1,2,2,1,1,1,3,3,5,5,5,2,2,2,5,5,2,2,2,5,5,2,4,3,2,3,1,1,2,1,5,3,2,2,2,3,1,4,4,2,2,1,1,2,3,3,3,3,3,1,2,2,2,3,3,2,1,3,3,2,3,1,3,3,2,2,5,5,2,1,4,4,2,2,5,2,1,4,4,4,NA,NA,NA,NA,NA,NA
#8ECF3273,82,A11431492,138,2,2,1,1,3,NA,3,2,5,2,4,2,2,4,1,NA,3,5,5,2,3,4,4,3,3,NA,3,2,4,4,4,4,3,3,1,2,4,4,3,3,4,4,1,2,4,4,4,4,3,3,1,1,2,4,1,2,4,4,4,4,4,3,2,3,2,1,1,1,3,3,2,3,2,3,3,3,2,2,2,2,4,4,2,4,1,1,3,3,2,2,3,3,2,2,1,1,3,5,2,2,3,5,2,2,1,1,3,NA,4,4,2,2,2,2,2,1,2,2,4,2,2,3,3,2,1,3,NA,1,1,1,2,3,3,1,2,4,4,3,3,2,2,2,2,2,2,2,3,3,3,3,1,1,3,3,2,2,3,3,2,2,4,4,2,2,2,3,4,4,2,2,2,2
#8ED5DC87,46,A11173777,316,NA,NA,1,1,4,4,5,NA,4,2,3,2,3,NA,2,1,5,5,5,1,1,1,1,1,2,4,5,3,4,NA,1,NA,3,NA,4,NA,2,4,4,1,3,1,NA,NA,3,1,4,4,1,4,2,2,1,3,2,1,2,3,2,2,1,4,3,3,2,1,1,2,2,3,3,3,4,4,1,1,3,3,3,3,1,4,NA,1,3,1,3,2,2,1,2,3,3,4,3,3,4,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,2,2,1,1,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,3,2
#8ED6247C,77,A11357496,141,2,2,1,1,4,3,2,3,3,2,4,1,4,4,1,NA,4,5,5,2,3,1,4,4,3,2,2,1,5,3,4,4,4,4,2,1,2,4,3,3,1,1,1,1,4,4,4,4,5,4,1,1,3,3,3,3,3,4,3,3,3,1,3,4,2,1,1,1,1,1,3,3,4,5,2,1,2,2,1,1,4,4,5,5,3,2,2,4,3,2,4,4,2,4,4,4,2,2,4,1,5,5,3,3,3,2,2,3,3,3,NA,5,2,1,2,3,2,2,4,2,2,NA,1,3,5,4,4,3,1,3,3,3,5,4,4,2,3,2,2,3,3,3,2,NA,NA,3,3,3,4,4,1,1,2,2,3,3,1,1,2,5,2,5,4,4,3,3,2,2,3,3,2,2
#8EDC5B09,66,A11213168,231,2,2,2,2,3,3,2,3,3,5,5,2,1,4,1,1,1,4,4,3,3,5,5,5,3,2,2,1,5,4,4,4,3,3,1,4,4,4,1,3,1,1,5,1,3,5,5,5,3,5,1,1,4,4,1,5,5,2,1,4,2,3,5,3,2,5,NA,1,1,5,1,3,5,3,5,5,3,2,1,1,4,4,5,5,5,4,5,5,1,5,2,2,5,5,1,1,5,5,1,1,5,5,5,1,1,1,5,5,5,3,5,5,1,1,2,1,5,5,4,1,1,1,5,5,5,5,4,5,5,3,5,1,1,1,1,3,2,2,2,3,4,5,5,1,2,1,1,5,1,1,4,4,2,4,3,1,1,1,5,5,5,5,5,5,3,2,1,3,2,2,2,2
#8EE2305C,63.5,A11515579,285,1,2,4,4,3,3,3,5,5,2,3,1,4,4,2,NA,4,4,4,3,1,1,1,3,3,4,NA,4,2,2,3,4,3,2,1,1,4,4,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,4,1,3,2,3,4,4,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,4,3,1,3,4,5,3,1,3,NA,5,5,3,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,2,3,4,4,4,2,2,5,5,2,1,4,3,4,NA,NA,1,3,3,1,1,2,2,2,2
#8EFF1869,82,A11506877,137,2,2,1,1,2,3,2,3,5,2,3,1,1,4,1,1,NA,4,4,NA,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,4,4,4,3,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3,1,5,1,2,1,1,5,4,1,1,5,4,2,4,1,2,4,4,3,4,4,1,2,2,2,2,3,3,1,2,2,3,3,2,3,3,4,3,1,1,2,1,2,4,2,3,3,1,1,1,1,4,4,2,3,5,5,2,2,3,1,3,3,2,2,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,5,4,4,4,5,1,NA,3,3,3,3,3,3
#8F3BB80C,85.5,A10088388,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,1,4,4,3,5,4,4,3,3,2,2,1,4,NA,4,4,1,3,5,1,4,NA,3,3,1,1,2,2,4,4,4,4,2,2,2,2,1,4,2,2,4,4,4,4,3,3,3,3,2,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,4,2,2,5,1,4,2,4,1,2,1,1,1,1,1,4,2,2,2,1,2,2,3,3,3,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#8F7822D5,82,A99412043,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,1,1,5,4,3,NA,4,4,2,2,2,2,1,4,3,4,NA,3,NA,2,2,1,1,3,5,2,1,2,2,4,2,4,4,4,3,2,2,4,4,3,3,3,3,2,1,2,3,4,4,2,1,1,1,1,4,2,2,3,3,2,5,4,4,1,5,4,4,1,1,2,3,3,2,3,3,4,NA,4,1,1,1,4,NA,2,2,3,1,2,3,4,1,3,3,4,3,4,2,1,1,2,1,4,NA,1,2,1,1,2,1,1,4,1,4,NA,NA,5,3,NA,2,NA,2,2,3,3,1,NA,3,4,1,NA,2,3,3,1,4,3,3,1,1,1,3,1,NA,1,1,5,1,5,5,2,2,1,3,1,1,3,1
#8F80949B,90.5,A10791638,54,2,2,1,2,4,3,5,3,5,5,3,5,4,4,1,1,2,1,4,3,5,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,2,4,4,4,3,3,2,4,4,1,2,3,3,4,4,2,3,1,3,2,1,1,1,1,3,3,3,1,5,1,1,1,2,1,1,4,4,2,4,2,2,1,1,2,2,4,4,3,4,1,4,1,1,1,1,4,4,2,1,1,1,3,3,3,3,2,2,NA,NA,NA,NA,2,2,2,2,2,3,3,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,4,4,3,3,3,2,2,2,2,1,2,2,2,NA,3,3,2,3,3,2,2,2,1,4,4,4,4,2,2,1,1
#8F8A8D88,41,A11637402,315,3,2,2,1,4,4,4,3,3,2,1,1,2,1,1,1,2,4,4,5,3,1,1,3,3,2,2,1,5,4,4,1,2,1,2,1,4,4,1,1,4,4,1,1,3,3,1,1,1,4,1,1,1,1,1,1,1,1,1,3,3,3,1,1,2,2,NA,2,1,1,1,1,1,1,1,1,1,3,5,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,2,1,1,1,1,1,1,5,5,1,1,1,4,1,1,2,1,NA,NA,NA,NA,NA,3,3,4,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,2,5,1,1,3,1,2,1,1,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA
#8F9BC6D2,72.5,A99010390,172,2,2,1,1,3,3,3,2,3,1,3,1,1,4,4,1,5,4,1,2,5,5,4,1,3,2,NA,2,5,4,5,5,3,2,4,4,4,4,2,NA,2,2,4,2,3,2,3,3,3,5,4,4,4,4,2,1,3,4,1,4,2,3,4,5,2,2,2,2,2,1,1,1,3,3,3,2,1,2,1,1,4,4,1,1,3,4,2,2,5,2,1,4,1,2,5,1,1,2,2,1,3,3,2,2,2,2,2,3,3,2,2,3,1,1,2,NA,2,4,1,1,1,NA,5,1,1,5,5,3,1,5,5,2,3,2,5,2,3,2,2,2,3,5,1,3,3,2,4,4,1,4,4,4,1,1,2,1,1,1,1,5,1,4,1,1,5,3,2,4,4,3,2,2
#8FA2331E,78,A11175535,233,2,2,3,1,1,1,3,3,3,1,3,4,4,4,3,1,2,4,4,NA,NA,NA,NA,NA,NA,2,2,1,5,5,1,1,3,3,2,2,NA,4,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,2,4,2,3,3,3,2,1,1,1,1,1,4,1,2,1,1,NA,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,2,2,2,2,1,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,3,1,2,3,3,3,2,2,2,2,NA,NA,1,1,1,1,1,1,2,3,2,4,NA,NA,3,3,3,3,3,4,2,NA
#8FA2624F,105,A11145502,26,2,NA,2,2,3,NA,2,3,NA,2,3,1,2,2,1,NA,5,5,4,3,NA,4,NA,3,NA,2,2,1,5,4,4,NA,5,3,5,5,1,4,2,NA,2,2,2,NA,3,1,3,3,5,5,2,NA,4,4,2,2,2,2,4,4,2,3,4,4,NA,4,NA,5,2,NA,1,2,1,1,3,NA,2,NA,1,1,4,4,3,1,1,3,2,2,1,1,4,4,3,4,2,3,2,2,1,1,5,4,2,2,3,2,2,NA,3,NA,4,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,3,3,4,4,4,3,2,2,3,3,2,5,NA,2,2,3,4,4,4,4,4,1,NA,2,2,2,2,5,5,2,2,5,5,2,2,1,5,4,3,1,1
#8FA67F56,77.5,A11328911,105,2,2,1,1,3,2,2,5,3,1,3,1,2,1,1,NA,NA,4,4,5,3,4,NA,2,3,2,2,1,4,NA,4,4,3,NA,1,1,4,NA,4,3,1,1,4,4,2,2,4,4,4,4,2,NA,4,4,1,2,1,4,4,4,2,3,4,3,2,2,NA,5,4,4,2,2,3,1,1,1,2,2,1,1,4,4,NA,NA,1,4,2,2,2,1,4,4,3,4,3,2,4,5,2,2,1,4,2,2,2,2,2,2,3,NA,1,3,2,2,2,1,NA,NA,NA,3,3,4,NA,2,NA,2,3,NA,2,5,5,3,3,5,1,1,3,2,3,2,2,5,1,3,3,2,1,3,4,4,4,NA,3,3,5,1,4,1,5,3,1,2,5,5,5,3,1,1,3,3,2,3
#8FA84E69,46,A11341491,318,2,2,3,NA,3,NA,1,2,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,1,1,1,2,3,1,5,5,5,4,2,1,1,NA,NA,NA,NA,NA,NA,3,1,1,3,1,2,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,1,2,1,1,2,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,5,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1
#8FAAF2D7,59,A11484755,261,2,2,1,2,3,3,4,1,2,2,2,2,2,4,1,1,3,4,4,3,3,1,1,4,4,2,2,3,4,4,4,4,1,1,2,2,4,4,2,2,4,4,2,2,3,3,2,3,4,4,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,3,3,3,3,3,3,3,3,2,NA,3,3,3,3,2,1,1,1,5,5,1,1,2,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,1,1,2,1,2,3,4,4,5,5,1,1,2,3,2,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1
#8FAB6F4B,74,A11169423,159,2,2,1,1,1,1,2,1,2,2,3,2,4,1,1,1,1,4,1,1,3,1,2,4,1,1,3,1,1,4,4,4,3,3,2,4,4,4,5,3,1,1,1,1,2,2,4,4,4,3,1,1,1,1,3,3,3,5,5,2,1,3,3,3,2,1,1,1,3,3,1,3,2,1,5,5,1,2,1,1,4,4,1,1,1,1,1,2,2,2,1,4,2,1,1,1,NA,NA,1,1,1,1,2,1,2,2,1,4,4,4,2,1,1,1,2,1,2,2,2,2,2,1,1,5,3,3,3,1,5,1,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
#8FAC3714,43,A98054879,320,2,2,2,NA,1,3,3,2,4,2,3,2,3,4,2,1,1,3,2,2,3,2,1,2,2,3,2,1,1,NA,2,4,NA,3,2,2,2,2,3,NA,1,1,2,2,4,4,4,4,3,3,NA,2,3,3,2,2,2,2,2,2,2,3,NA,3,2,2,NA,1,4,3,3,3,3,3,1,3,2,2,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,2,NA,2,2,5,2,2,2,2,4,4,1,1,3,1,2,2,1,1,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,2,3,3,2,NA,3,4,NA,2,3,NA,NA,1,2,1,1,NA,1,1,NA,1,2,NA,2,2,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
#8FAD6A48,84,A11666177,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,3,3,2,4,1,NA,2,4,2,3,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA
#8FAF6141,84.5,A91425272,151,2,2,1,1,2,3,2,3,3,1,3,4,1,4,1,1,4,5,4,3,3,NA,4,4,4,4,2,4,2,2,4,4,5,3,1,2,1,4,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,3,4,2,3,3,3,3,1,1,1,1,1,NA,NA,3,3,1,1,2,1,4,2,3,2,1,2,4,1,3,3,2,3,2,4,2,2,2,1,1,4,1,3,1,4,2,5,2,2,2,2,3,2,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,2,NA,2,2,1,2,2
#8FB7B088,78.5,A10774358,152,2,2,1,1,4,3,4,3,3,2,3,5,1,4,3,1,3,4,4,3,3,3,5,3,3,2,2,1,5,4,5,NA,5,4,5,4,5,5,5,4,5,NA,2,2,4,4,2,4,3,3,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3,2,2,NA,1,5,4,NA,NA,3,4,4,4,2,2,3,4,2,4,4,1,3,4,2,2,5,3,NA,3,3,2,2,2,3,3,4,4,1,1,4,3,2,2,4,2,2,2,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,3,1,1,3,3,2,3,2,4,4,4,4,3,2,2,2,2,1,1,1,4,4,5,5,2,2,4,4,3,3,2,2
#8FBB6155,98.5,A11314757,34,2,2,1,1,2,2,2,3,3,2,3,5,4,4,1,1,4,4,4,3,3,4,4,3,3,2,2,1,3,3,4,4,3,3,2,2,4,4,3,3,1,4,2,2,3,3,4,4,4,4,2,2,4,4,3,3,4,4,4,4,2,3,5,3,2,1,NA,2,4,4,3,3,4,4,2,2,2,2,1,1,4,4,1,1,3,4,2,2,1,5,4,4,4,4,1,1,2,2,1,1,5,5,1,2,2,2,2,2,4,3,1,1,1,1,2,1,4,3,4,3,3,1,1,1,1,4,4,3,3,5,5,3,3,3,3,3,2,2,2,1,3,1,2,3,3,1,2,3,4,4,4,4,1,1,2,1,2,1,2,5,4,4,5,5,3,2,3,3,3,3,4,3
#8FC0A8E7,100,A10942651,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,1,1,4,3,3,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,4,3,2,5,2,2,3,2,1,1,2,4,4,4,3,3,4,4,3,4,1,1,3,3,4,4,1,1,3,NA,3,2,2,1,4,4,2,NA,2,3,2,2,1,1,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2,2,2,3,3,2,2,2,1,2,2,4,4,4,1,1,1,2,2,3,1,1,2,4,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,3,NA,5,5,4,4,3,3,1,1,1,1
#8FDADB8E,76,A12399124,168,2,2,1,1,1,3,2,3,3,1,3,1,3,NA,3,1,NA,NA,2,1,1,1,1,1,4,1,2,3,1,2,2,NA,5,3,3,2,1,1,3,3,NA,1,2,2,1,1,4,4,5,3,NA,2,4,4,1,2,4,4,3,2,3,3,4,4,1,4,NA,4,NA,2,NA,1,2,2,3,2,4,2,4,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,3,1,4,2,NA,2,2,2,2,3,2,1,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,1,1,1,1,NA,1,1,1,1
#90626290,76.5,A11652406,188,2,2,1,NA,2,3,2,3,3,2,3,5,1,1,1,1,2,3,2,3,5,3,NA,4,3,5,5,1,2,4,4,4,3,3,1,1,4,4,3,3,1,1,5,1,NA,1,4,4,3,3,3,2,1,1,2,3,1,1,2,4,2,1,3,3,2,1,1,NA,2,2,3,3,3,1,5,5,2,2,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,1,1,1,1,1,4,4,3,3,1,1,1,4,2,2,1,3,3,3,2,2,1,1,4,4,3,3,2,4,3,3,3,4,4,1,1,2,1,1,1,1,1,5,5,5,5,4,4,3,3,3,2,2,2
#906658AE,89,A11413042,76,2,2,1,1,2,2,4,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,3,3,2,2,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
